kind	symbol	present	intro	note	detail
class	AESContext	YYYYYY	4.2	core	RefCounted
class	AStar2D	YYYYYY	4.2	core	RefCounted
class	AStar3D	YYYYYY	4.2	core	RefCounted
class	AStarGrid2D	YYYYYY	4.2	core	RefCounted
class	AcceptDialog	YYYYYY	4.2	core	Window
class	AccessibilityServer	-----Y	4.7	core	Object
class	AimModifier3D	---YYY	4.5	core	BoneConstraint3D
class	AnimatableBody2D	YYYYYY	4.2	core	StaticBody2D
class	AnimatableBody3D	YYYYYY	4.2	core	StaticBody3D
class	AnimatedSprite2D	YYYYYY	4.2	core	Node2D
class	AnimatedSprite3D	YYYYYY	4.2	core	SpriteBase3D
class	AnimatedTexture	YYYYYY	4.2	core	Texture2D
class	Animation	YYYYYY	4.2	core	Resource
class	AnimationLibrary	YYYYYY	4.2	core	Resource
class	AnimationMixer	YYYYYY	4.2	core	Node
class	AnimationNode	YYYYYY	4.2	core	Resource
class	AnimationNodeAdd2	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeAdd3	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeAnimation	YYYYYY	4.2	core	AnimationRootNode
class	AnimationNodeBlend2	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeBlend3	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeBlendSpace1D	YYYYYY	4.2	core	AnimationRootNode
class	AnimationNodeBlendSpace2D	YYYYYY	4.2	core	AnimationRootNode
class	AnimationNodeBlendTree	YYYYYY	4.2	core	AnimationRootNode
class	AnimationNodeExtension	--YYYY	4.4	core	AnimationNode
class	AnimationNodeOneShot	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeOutput	YYYYYY	4.2	core	AnimationNode
class	AnimationNodeStateMachine	YYYYYY	4.2	core	AnimationRootNode
class	AnimationNodeStateMachinePlayback	YYYYYY	4.2	core	Resource
class	AnimationNodeStateMachineTransition	YYYYYY	4.2	core	Resource
class	AnimationNodeSub2	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationNodeSync	YYYYYY	4.2	core	AnimationNode
class	AnimationNodeTimeScale	YYYYYY	4.2	core	AnimationNode
class	AnimationNodeTimeSeek	YYYYYY	4.2	core	AnimationNode
class	AnimationNodeTransition	YYYYYY	4.2	core	AnimationNodeSync
class	AnimationPlayer	YYYYYY	4.2	core	AnimationMixer
class	AnimationRootNode	YYYYYY	4.2	core	AnimationNode
class	AnimationTree	YYYYYY	4.2	core	AnimationMixer
class	Area2D	YYYYYY	4.2	core	CollisionObject2D
class	Area3D	YYYYYY	4.2	core	CollisionObject3D
class	AreaLight3D	-----Y	4.7	core	Light3D
class	ArrayMesh	YYYYYY	4.2	core	Mesh
class	ArrayOccluder3D	YYYYYY	4.2	core	Occluder3D
class	AspectRatioContainer	YYYYYY	4.2	core	Container
class	AtlasTexture	YYYYYY	4.2	core	Texture2D
class	AudioBusLayout	YYYYYY	4.2	core	Resource
class	AudioEffect	YYYYYY	4.2	core	Resource
class	AudioEffectAmplify	YYYYYY	4.2	core	AudioEffect
class	AudioEffectBandLimitFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectBandPassFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectCapture	YYYYYY	4.2	core	AudioEffect
class	AudioEffectChorus	YYYYYY	4.2	core	AudioEffect
class	AudioEffectCompressor	YYYYYY	4.2	core	AudioEffect
class	AudioEffectDelay	YYYYYY	4.2	core	AudioEffect
class	AudioEffectDistortion	YYYYYY	4.2	core	AudioEffect
class	AudioEffectEQ	YYYYYY	4.2	core	AudioEffect
class	AudioEffectEQ10	YYYYYY	4.2	core	AudioEffectEQ
class	AudioEffectEQ21	YYYYYY	4.2	core	AudioEffectEQ
class	AudioEffectEQ6	YYYYYY	4.2	core	AudioEffectEQ
class	AudioEffectFilter	YYYYYY	4.2	core	AudioEffect
class	AudioEffectHardLimiter	-YYYYY	4.3	core	AudioEffect
class	AudioEffectHighPassFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectHighShelfFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectInstance	YYYYYY	4.2	core	RefCounted
class	AudioEffectLimiter	YYYYYY	4.2	core	AudioEffect
class	AudioEffectLowPassFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectLowShelfFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectNotchFilter	YYYYYY	4.2	core	AudioEffectFilter
class	AudioEffectPanner	YYYYYY	4.2	core	AudioEffect
class	AudioEffectPhaser	YYYYYY	4.2	core	AudioEffect
class	AudioEffectPitchShift	YYYYYY	4.2	core	AudioEffect
class	AudioEffectRecord	YYYYYY	4.2	core	AudioEffect
class	AudioEffectReverb	YYYYYY	4.2	core	AudioEffect
class	AudioEffectSpectrumAnalyzer	YYYYYY	4.2	core	AudioEffect
class	AudioEffectSpectrumAnalyzerInstance	YYYYYY	4.2	core	AudioEffectInstance
class	AudioEffectStereoEnhance	YYYYYY	4.2	core	AudioEffect
class	AudioListener2D	YYYYYY	4.2	core	Node2D
class	AudioListener3D	YYYYYY	4.2	core	Node3D
class	AudioSample	-YYYYY	4.3	core	RefCounted
class	AudioSamplePlayback	-YYYYY	4.3	core	RefCounted
class	AudioServer	YYYYYY	4.2	core	Object
class	AudioStream	YYYYYY	4.2	core	Resource
class	AudioStreamGenerator	YYYYYY	4.2	core	AudioStream
class	AudioStreamGeneratorPlayback	YYYYYY	4.2	core	AudioStreamPlaybackResampled
class	AudioStreamInteractive	-YYYYY	4.3	core	AudioStream
class	AudioStreamMP3	YYYYYY	4.2	core	AudioStream
class	AudioStreamMicrophone	YYYYYY	4.2	core	AudioStream
class	AudioStreamOggVorbis	YYYYYY	4.2	core	AudioStream
class	AudioStreamPlayback	YYYYYY	4.2	core	RefCounted
class	AudioStreamPlaybackInteractive	-YYYYY	4.3	core	AudioStreamPlayback
class	AudioStreamPlaybackOggVorbis	YYYYYY	4.2	core	AudioStreamPlaybackResampled
class	AudioStreamPlaybackPlaylist	-YYYYY	4.3	core	AudioStreamPlayback
class	AudioStreamPlaybackPolyphonic	YYYYYY	4.2	core	AudioStreamPlayback
class	AudioStreamPlaybackResampled	YYYYYY	4.2	core	AudioStreamPlayback
class	AudioStreamPlaybackSynchronized	-YYYYY	4.3	core	AudioStreamPlayback
class	AudioStreamPlayer	YYYYYY	4.2	core	Node
class	AudioStreamPlayer2D	YYYYYY	4.2	core	Node2D
class	AudioStreamPlayer3D	YYYYYY	4.2	core	Node3D
class	AudioStreamPlaylist	-YYYYY	4.3	core	AudioStream
class	AudioStreamPolyphonic	YYYYYY	4.2	core	AudioStream
class	AudioStreamRandomizer	YYYYYY	4.2	core	AudioStream
class	AudioStreamSynchronized	-YYYYY	4.3	core	AudioStream
class	AudioStreamWAV	YYYYYY	4.2	core	AudioStream
class	AwaitTweener	-----Y	4.7	core	Tweener
class	BackBufferCopy	YYYYYY	4.2	core	Node2D
class	BaseButton	YYYYYY	4.2	core	Control
class	BaseMaterial3D	YYYYYY	4.2	core	Material
class	BitMap	YYYYYY	4.2	core	Resource
class	BlitMaterial	-----Y	4.7	core	Material
class	Bone2D	YYYYYY	4.2	core	Node2D
class	BoneAttachment3D	YYYYYY	4.2	core	Node3D
class	BoneConstraint3D	---YYY	4.5	core	SkeletonModifier3D
class	BoneMap	YYYYYY	4.2	core	Resource
class	BoneTwistDisperser3D	----YY	4.6	core	SkeletonModifier3D
class	BoxContainer	YYYYYY	4.2	core	Container
class	BoxMesh	YYYYYY	4.2	core	PrimitiveMesh
class	BoxOccluder3D	YYYYYY	4.2	core	Occluder3D
class	BoxShape3D	YYYYYY	4.2	core	Shape3D
class	Button	YYYYYY	4.2	core	BaseButton
class	ButtonGroup	YYYYYY	4.2	core	Resource
class	CCDIK3D	----YY	4.6	core	IterateIK3D
class	CPUParticles2D	YYYYYY	4.2	core	Node2D
class	CPUParticles3D	YYYYYY	4.2	core	GeometryInstance3D
class	CSGBox3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CSGCombiner3D	YYYYYY	4.2	core	CSGShape3D
class	CSGCylinder3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CSGMesh3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CSGPolygon3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CSGPrimitive3D	YYYYYY	4.2	core	CSGShape3D
class	CSGShape3D	YYYYYY	4.2	core	GeometryInstance3D
class	CSGSphere3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CSGTorus3D	YYYYYY	4.2	core	CSGPrimitive3D
class	CallbackTweener	YYYYYY	4.2	core	Tweener
class	Camera2D	YYYYYY	4.2	core	Node2D
class	Camera3D	YYYYYY	4.2	core	Node3D
class	CameraAttributes	YYYYYY	4.2	core	Resource
class	CameraAttributesPhysical	YYYYYY	4.2	core	CameraAttributes
class	CameraAttributesPractical	YYYYYY	4.2	core	CameraAttributes
class	CameraFeed	YYYYYY	4.2	core	RefCounted
class	CameraServer	YYYYYY	4.2	core	Object
class	CameraTexture	YYYYYY	4.2	core	Texture2D
class	CanvasGroup	YYYYYY	4.2	core	Node2D
class	CanvasItem	YYYYYY	4.2	core	Node
class	CanvasItemMaterial	YYYYYY	4.2	core	Material
class	CanvasLayer	YYYYYY	4.2	core	Node
class	CanvasModulate	YYYYYY	4.2	core	Node2D
class	CanvasTexture	YYYYYY	4.2	core	Texture2D
class	CapsuleMesh	YYYYYY	4.2	core	PrimitiveMesh
class	CapsuleShape2D	YYYYYY	4.2	core	Shape2D
class	CapsuleShape3D	YYYYYY	4.2	core	Shape3D
class	CenterContainer	YYYYYY	4.2	core	Container
class	ChainIK3D	----YY	4.6	core	IKModifier3D
class	CharFXTransform	YYYYYY	4.2	core	RefCounted
class	CharacterBody2D	YYYYYY	4.2	core	PhysicsBody2D
class	CharacterBody3D	YYYYYY	4.2	core	PhysicsBody3D
class	CheckBox	YYYYYY	4.2	core	Button
class	CheckButton	YYYYYY	4.2	core	Button
class	CircleShape2D	YYYYYY	4.2	core	Shape2D
class	ClassDB	YYYYYY	4.2	core	Object
class	CodeEdit	YYYYYY	4.2	core	TextEdit
class	CodeHighlighter	YYYYYY	4.2	core	SyntaxHighlighter
class	CollisionObject2D	YYYYYY	4.2	core	Node2D
class	CollisionObject3D	YYYYYY	4.2	core	Node3D
class	CollisionPolygon2D	YYYYYY	4.2	core	Node2D
class	CollisionPolygon3D	YYYYYY	4.2	core	Node3D
class	CollisionShape2D	YYYYYY	4.2	core	Node2D
class	CollisionShape3D	YYYYYY	4.2	core	Node3D
class	ColorPalette	--YYYY	4.4	core	Resource
class	ColorPicker	YYYYYY	4.2	core	VBoxContainer
class	ColorPickerButton	YYYYYY	4.2	core	Button
class	ColorRect	YYYYYY	4.2	core	Control
class	Compositor	-YYYYY	4.3	core	Resource
class	CompositorEffect	-YYYYY	4.3	core	Resource
class	CompressedCubemap	YYYYYY	4.2	core	CompressedTextureLayered
class	CompressedCubemapArray	YYYYYY	4.2	core	CompressedTextureLayered
class	CompressedTexture2D	YYYYYY	4.2	core	Texture2D
class	CompressedTexture2DArray	YYYYYY	4.2	core	CompressedTextureLayered
class	CompressedTexture3D	YYYYYY	4.2	core	Texture3D
class	CompressedTextureLayered	YYYYYY	4.2	core	TextureLayered
class	ConcavePolygonShape2D	YYYYYY	4.2	core	Shape2D
class	ConcavePolygonShape3D	YYYYYY	4.2	core	Shape3D
class	ConeTwistJoint3D	YYYYYY	4.2	core	Joint3D
class	ConfigFile	YYYYYY	4.2	core	RefCounted
class	ConfirmationDialog	YYYYYY	4.2	core	AcceptDialog
class	Container	YYYYYY	4.2	core	Control
class	Control	YYYYYY	4.2	core	CanvasItem
class	ConvertTransformModifier3D	---YYY	4.5	core	BoneConstraint3D
class	ConvexPolygonShape2D	YYYYYY	4.2	core	Shape2D
class	ConvexPolygonShape3D	YYYYYY	4.2	core	Shape3D
class	CopyTransformModifier3D	---YYY	4.5	core	BoneConstraint3D
class	Crypto	YYYYYY	4.2	core	RefCounted
class	CryptoKey	YYYYYY	4.2	core	Resource
class	Cubemap	YYYYYY	4.2	core	ImageTextureLayered
class	CubemapArray	YYYYYY	4.2	core	ImageTextureLayered
class	Curve	YYYYYY	4.2	core	Resource
class	Curve2D	YYYYYY	4.2	core	Resource
class	Curve3D	YYYYYY	4.2	core	Resource
class	CurveTexture	YYYYYY	4.2	core	Texture2D
class	CurveXYZTexture	YYYYYY	4.2	core	Texture2D
class	CylinderMesh	YYYYYY	4.2	core	PrimitiveMesh
class	CylinderShape3D	YYYYYY	4.2	core	Shape3D
class	DPITexture	---YYY	4.5	core	Texture2D
class	DTLSServer	YYYYYY	4.2	core	RefCounted
class	DampedSpringJoint2D	YYYYYY	4.2	core	Joint2D
class	Decal	YYYYYY	4.2	core	VisualInstance3D
class	DirAccess	YYYYYY	4.2	core	RefCounted
class	DirectionalLight2D	YYYYYY	4.2	core	Light2D
class	DirectionalLight3D	YYYYYY	4.2	core	Light3D
class	DisplayServer	YYYYYY	4.2	core	Object
class	DrawableTexture2D	-----Y	4.7	core	Texture2D
class	ENetConnection	YYYYYY	4.2	core	RefCounted
class	ENetMultiplayerPeer	YYYYYY	4.2	core	MultiplayerPeer
class	ENetPacketPeer	YYYYYY	4.2	core	PacketPeer
class	EditorCommandPalette	YYYYYY	4.2	editor	ConfirmationDialog
class	EditorContextMenuPlugin	--YYYY	4.4	editor	RefCounted
class	EditorDebuggerPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorDebuggerSession	YYYYYY	4.2	editor	RefCounted
class	EditorDock	----YY	4.6	editor	MarginContainer
class	EditorExportPlatform	YYYYYY	4.2	editor	RefCounted
class	EditorExportPlatformAndroid	YYYYYY	4.2	editor	EditorExportPlatform
class	EditorExportPlatformAppleEmbedded	---YYY	4.5	editor	EditorExportPlatform
class	EditorExportPlatformExtension	--YYYY	4.4	editor	EditorExportPlatform
class	EditorExportPlatformIOS	YYYYYY	4.2	editor	EditorExportPlatformAppleEmbedded
class	EditorExportPlatformLinuxBSD	YYYYYY	4.2	editor	EditorExportPlatformPC
class	EditorExportPlatformMacOS	YYYYYY	4.2	editor	EditorExportPlatform
class	EditorExportPlatformPC	YYYYYY	4.2	editor	EditorExportPlatform
class	EditorExportPlatformVisionOS	---YYY	4.5	editor	EditorExportPlatformAppleEmbedded
class	EditorExportPlatformWeb	YYYYYY	4.2	editor	EditorExportPlatform
class	EditorExportPlatformWindows	YYYYYY	4.2	editor	EditorExportPlatformPC
class	EditorExportPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorExportPreset	--YYYY	4.4	editor	RefCounted
class	EditorFeatureProfile	YYYYYY	4.2	editor	RefCounted
class	EditorFileDialog	YYYYYY	4.2	editor	FileDialog
class	EditorFileSystem	YYYYYY	4.2	editor	Node
class	EditorFileSystemDirectory	YYYYYY	4.2	editor	Object
class	EditorFileSystemImportFormatSupportQuery	YYYYYY	4.2	editor	RefCounted
class	EditorImportPlugin	YYYYYY	4.2	editor	ResourceImporter
class	EditorInspector	YYYYYY	4.2	editor	ScrollContainer
class	EditorInspectorPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorInterface	YYYYYY	4.2	editor	Object
class	EditorNode3DGizmo	YYYYYY	4.2	editor	Node3DGizmo
class	EditorNode3DGizmoPlugin	YYYYYY	4.2	editor	Resource
class	EditorPaths	YYYYYY	4.2	editor	Object
class	EditorPlugin	YYYYYY	4.2	editor	Node
class	EditorProperty	YYYYYY	4.2	editor	Container
class	EditorResourceConversionPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorResourcePicker	YYYYYY	4.2	editor	HBoxContainer
class	EditorResourcePreview	YYYYYY	4.2	editor	Node
class	EditorResourcePreviewGenerator	YYYYYY	4.2	editor	RefCounted
class	EditorResourceTooltipPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorSceneFormatImporter	YYYYYY	4.2	editor	RefCounted
class	EditorSceneFormatImporterBlend	YYYYYY	4.2	editor	EditorSceneFormatImporter
class	EditorSceneFormatImporterFBX	Y-----	4.2	editor	EditorSceneFormatImporter
class	EditorSceneFormatImporterFBX2GLTF	-YYYYY	4.3	editor	EditorSceneFormatImporter
class	EditorSceneFormatImporterGLTF	YYYYYY	4.2	editor	EditorSceneFormatImporter
class	EditorSceneFormatImporterUFBX	-YYYYY	4.3	editor	EditorSceneFormatImporter
class	EditorScenePostImport	YYYYYY	4.2	editor	RefCounted
class	EditorScenePostImportPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorScript	YYYYYY	4.2	editor	RefCounted
class	EditorScriptPicker	YYYYYY	4.2	editor	EditorResourcePicker
class	EditorSelection	YYYYYY	4.2	editor	Object
class	EditorSettings	YYYYYY	4.2	editor	Resource
class	EditorSpinSlider	YYYYYY	4.2	editor	Range
class	EditorSyntaxHighlighter	YYYYYY	4.2	editor	SyntaxHighlighter
class	EditorToaster	--YYYY	4.4	editor	HBoxContainer
class	EditorTranslationParserPlugin	YYYYYY	4.2	editor	RefCounted
class	EditorUndoRedoManager	YYYYYY	4.2	editor	Object
class	EditorVCSInterface	YYYYYY	4.2	editor	Object
class	EncodedObjectAsID	YYYYYY	4.2	core	RefCounted
class	Engine	YYYYYY	4.2	core	Object
class	EngineDebugger	YYYYYY	4.2	core	Object
class	EngineProfiler	YYYYYY	4.2	core	RefCounted
class	Environment	YYYYYY	4.2	core	Resource
class	Expression	YYYYYY	4.2	core	RefCounted
class	ExternalTexture	--YYYY	4.4	core	Texture2D
class	FABRIK3D	----YY	4.6	core	IterateIK3D
class	FBXDocument	-YYYYY	4.3	core	GLTFDocument
class	FBXState	-YYYYY	4.3	core	GLTFState
class	FastNoiseLite	YYYYYY	4.2	core	Noise
class	FileAccess	YYYYYY	4.2	core	RefCounted
class	FileDialog	YYYYYY	4.2	core	ConfirmationDialog
class	FileSystemDock	YYYYYY	4.2	editor	EditorDock
class	FlowContainer	YYYYYY	4.2	core	Container
class	FogMaterial	YYYYYY	4.2	core	Material
class	FogVolume	YYYYYY	4.2	core	VisualInstance3D
class	FoldableContainer	---YYY	4.5	core	Container
class	FoldableGroup	---YYY	4.5	core	Resource
class	Font	YYYYYY	4.2	core	Resource
class	FontFile	YYYYYY	4.2	core	Font
class	FontVariation	YYYYYY	4.2	core	Font
class	FramebufferCacheRD	-YYYYY	4.3	core	Object
class	GDExtension	YYYYYY	4.2	core	Resource
class	GDExtensionManager	YYYYYY	4.2	core	Object
class	GDScript	YYYYYY	4.2	core	Script
class	GDScriptLanguageProtocol	-----Y	4.7	editor	JSONRPC
class	GDScriptSyntaxHighlighter	--YYYY	4.4	editor	EditorSyntaxHighlighter
class	GDScriptTextDocument	-----Y	4.7	editor	RefCounted
class	GDScriptWorkspace	-----Y	4.7	editor	RefCounted
class	GLTFAccessor	YYYYYY	4.2	core	Resource
class	GLTFAnimation	YYYYYY	4.2	core	Resource
class	GLTFBufferView	YYYYYY	4.2	core	Resource
class	GLTFCamera	YYYYYY	4.2	core	Resource
class	GLTFDocument	YYYYYY	4.2	core	Resource
class	GLTFDocumentExtension	YYYYYY	4.2	core	Resource
class	GLTFDocumentExtensionConvertImporterMesh	YYYYYY	4.2	core	GLTFDocumentExtension
class	GLTFLight	YYYYYY	4.2	core	Resource
class	GLTFMesh	YYYYYY	4.2	core	Resource
class	GLTFNode	YYYYYY	4.2	core	Resource
class	GLTFObjectModelProperty	--YYYY	4.4	core	RefCounted
class	GLTFPhysicsBody	YYYYYY	4.2	core	Resource
class	GLTFPhysicsShape	YYYYYY	4.2	core	Resource
class	GLTFSkeleton	YYYYYY	4.2	core	Resource
class	GLTFSkin	YYYYYY	4.2	core	Resource
class	GLTFSpecGloss	YYYYYY	4.2	core	Resource
class	GLTFState	YYYYYY	4.2	core	Resource
class	GLTFTexture	YYYYYY	4.2	core	Resource
class	GLTFTextureSampler	YYYYYY	4.2	core	Resource
class	GPUParticles2D	YYYYYY	4.2	core	Node2D
class	GPUParticles3D	YYYYYY	4.2	core	GeometryInstance3D
class	GPUParticlesAttractor3D	YYYYYY	4.2	core	VisualInstance3D
class	GPUParticlesAttractorBox3D	YYYYYY	4.2	core	GPUParticlesAttractor3D
class	GPUParticlesAttractorSphere3D	YYYYYY	4.2	core	GPUParticlesAttractor3D
class	GPUParticlesAttractorVectorField3D	YYYYYY	4.2	core	GPUParticlesAttractor3D
class	GPUParticlesCollision3D	YYYYYY	4.2	core	VisualInstance3D
class	GPUParticlesCollisionBox3D	YYYYYY	4.2	core	GPUParticlesCollision3D
class	GPUParticlesCollisionHeightField3D	YYYYYY	4.2	core	GPUParticlesCollision3D
class	GPUParticlesCollisionSDF3D	YYYYYY	4.2	core	GPUParticlesCollision3D
class	GPUParticlesCollisionSphere3D	YYYYYY	4.2	core	GPUParticlesCollision3D
class	Generic6DOFJoint3D	YYYYYY	4.2	core	Joint3D
class	Geometry2D	YYYYYY	4.2	core	Object
class	Geometry3D	YYYYYY	4.2	core	Object
class	GeometryInstance3D	YYYYYY	4.2	core	VisualInstance3D
class	GodotInstance	----YY	4.6	core	Object
class	Gradient	YYYYYY	4.2	core	Resource
class	GradientTexture1D	YYYYYY	4.2	core	Texture2D
class	GradientTexture2D	YYYYYY	4.2	core	Texture2D
class	GraphEdit	YYYYYY	4.2	core	Control
class	GraphElement	YYYYYY	4.2	core	Container
class	GraphFrame	-YYYYY	4.3	core	GraphElement
class	GraphNode	YYYYYY	4.2	core	GraphElement
class	GridContainer	YYYYYY	4.2	core	Container
class	GridMap	YYYYYY	4.2	core	Node3D
class	GridMapEditorPlugin	--YYYY	4.4	editor	EditorPlugin
class	GrooveJoint2D	YYYYYY	4.2	core	Joint2D
class	HBoxContainer	YYYYYY	4.2	core	BoxContainer
class	HFlowContainer	YYYYYY	4.2	core	FlowContainer
class	HMACContext	YYYYYY	4.2	core	RefCounted
class	HScrollBar	YYYYYY	4.2	core	ScrollBar
class	HSeparator	YYYYYY	4.2	core	Separator
class	HSlider	YYYYYY	4.2	core	Slider
class	HSplitContainer	YYYYYY	4.2	core	SplitContainer
class	HTTPClient	YYYYYY	4.2	core	RefCounted
class	HTTPRequest	YYYYYY	4.2	core	Node
class	HashingContext	YYYYYY	4.2	core	RefCounted
class	HeightMapShape3D	YYYYYY	4.2	core	Shape3D
class	HingeJoint3D	YYYYYY	4.2	core	Joint3D
class	IKModifier3D	----YY	4.6	core	SkeletonModifier3D
class	IP	YYYYYY	4.2	core	Object
class	Image	YYYYYY	4.2	core	Resource
class	ImageFormatLoader	YYYYYY	4.2	core	RefCounted
class	ImageFormatLoaderExtension	YYYYYY	4.2	core	ImageFormatLoader
class	ImageTexture	YYYYYY	4.2	core	Texture2D
class	ImageTexture3D	YYYYYY	4.2	core	Texture3D
class	ImageTextureLayered	YYYYYY	4.2	core	TextureLayered
class	ImmediateMesh	YYYYYY	4.2	core	Mesh
class	ImporterMesh	YYYYYY	4.2	core	Resource
class	ImporterMeshInstance3D	YYYYYY	4.2	core	Node3D
class	Input	YYYYYY	4.2	core	Object
class	InputEvent	YYYYYY	4.2	core	Resource
class	InputEventAction	YYYYYY	4.2	core	InputEvent
class	InputEventFromWindow	YYYYYY	4.2	core	InputEvent
class	InputEventGesture	YYYYYY	4.2	core	InputEventWithModifiers
class	InputEventJoypadButton	YYYYYY	4.2	core	InputEvent
class	InputEventJoypadMotion	YYYYYY	4.2	core	InputEvent
class	InputEventKey	YYYYYY	4.2	core	InputEventWithModifiers
class	InputEventMIDI	YYYYYY	4.2	core	InputEvent
class	InputEventMagnifyGesture	YYYYYY	4.2	core	InputEventGesture
class	InputEventMouse	YYYYYY	4.2	core	InputEventWithModifiers
class	InputEventMouseButton	YYYYYY	4.2	core	InputEventMouse
class	InputEventMouseMotion	YYYYYY	4.2	core	InputEventMouse
class	InputEventPanGesture	YYYYYY	4.2	core	InputEventGesture
class	InputEventScreenDrag	YYYYYY	4.2	core	InputEventFromWindow
class	InputEventScreenTouch	YYYYYY	4.2	core	InputEventFromWindow
class	InputEventShortcut	YYYYYY	4.2	core	InputEvent
class	InputEventWithModifiers	YYYYYY	4.2	core	InputEventFromWindow
class	InputMap	YYYYYY	4.2	core	Object
class	InstancePlaceholder	YYYYYY	4.2	core	Node
class	IntervalTweener	YYYYYY	4.2	core	Tweener
class	ItemList	YYYYYY	4.2	core	Control
class	IterateIK3D	----YY	4.6	core	ChainIK3D
class	JNISingleton	YYYYYY	4.2	core	Object
class	JSON	YYYYYY	4.2	core	Resource
class	JSONRPC	YYYYYY	4.2	core	Object
class	JacobianIK3D	----YY	4.6	core	IterateIK3D
class	JavaClass	YYYYYY	4.2	core	RefCounted
class	JavaClassWrapper	YYYYYY	4.2	core	Object
class	JavaObject	--YYYY	4.4	core	RefCounted
class	JavaScriptBridge	YYYYYY	4.2	core	Object
class	JavaScriptObject	YYYYYY	4.2	core	RefCounted
class	Joint2D	YYYYYY	4.2	core	Node2D
class	Joint3D	YYYYYY	4.2	core	Node3D
class	JointLimitation3D	----YY	4.6	core	Resource
class	JointLimitationCone3D	----YY	4.6	core	JointLimitation3D
class	KinematicCollision2D	YYYYYY	4.2	core	RefCounted
class	KinematicCollision3D	YYYYYY	4.2	core	RefCounted
class	Label	YYYYYY	4.2	core	Control
class	Label3D	YYYYYY	4.2	core	GeometryInstance3D
class	LabelSettings	YYYYYY	4.2	core	Resource
class	Light2D	YYYYYY	4.2	core	Node2D
class	Light3D	YYYYYY	4.2	core	VisualInstance3D
class	LightOccluder2D	YYYYYY	4.2	core	Node2D
class	LightmapGI	YYYYYY	4.2	core	VisualInstance3D
class	LightmapGIData	YYYYYY	4.2	core	Resource
class	LightmapProbe	YYYYYY	4.2	core	Node3D
class	Lightmapper	YYYYYY	4.2	core	RefCounted
class	LightmapperRD	YYYYYY	4.2	core	Lightmapper
class	LimitAngularVelocityModifier3D	----YY	4.6	core	SkeletonModifier3D
class	Line2D	YYYYYY	4.2	core	Node2D
class	LineEdit	YYYYYY	4.2	core	Control
class	LinkButton	YYYYYY	4.2	core	BaseButton
class	Logger	---YYY	4.5	core	RefCounted
class	LookAtModifier3D	--YYYY	4.4	core	SkeletonModifier3D
class	MainLoop	YYYYYY	4.2	core	Object
class	MarginContainer	YYYYYY	4.2	core	Container
class	Marker2D	YYYYYY	4.2	core	Node2D
class	Marker3D	YYYYYY	4.2	core	Node3D
class	Marshalls	YYYYYY	4.2	core	Object
class	Material	YYYYYY	4.2	core	Resource
class	MenuBar	YYYYYY	4.2	core	Control
class	MenuButton	YYYYYY	4.2	core	Button
class	Mesh	YYYYYY	4.2	core	Resource
class	MeshConvexDecompositionSettings	YYYYYY	4.2	core	RefCounted
class	MeshDataTool	YYYYYY	4.2	core	RefCounted
class	MeshInstance2D	YYYYYY	4.2	core	Node2D
class	MeshInstance3D	YYYYYY	4.2	core	GeometryInstance3D
class	MeshLibrary	YYYYYY	4.2	core	Resource
class	MeshTexture	YYYYYY	4.2	core	Texture2D
class	MethodTweener	YYYYYY	4.2	core	Tweener
class	MissingNode	YYYYYY	4.2	core	Node
class	MissingResource	YYYYYY	4.2	core	Resource
class	MobileVRInterface	YYYYYY	4.2	core	XRInterface
class	ModifierBoneTarget3D	---YYY	4.5	core	SkeletonModifier3D
class	MovieWriter	YYYYYY	4.2	core	Object
class	MultiMesh	YYYYYY	4.2	core	Resource
class	MultiMeshInstance2D	YYYYYY	4.2	core	Node2D
class	MultiMeshInstance3D	YYYYYY	4.2	core	GeometryInstance3D
class	MultiplayerAPI	YYYYYY	4.2	core	RefCounted
class	MultiplayerAPIExtension	YYYYYY	4.2	core	MultiplayerAPI
class	MultiplayerPeer	YYYYYY	4.2	core	PacketPeer
class	MultiplayerPeerExtension	YYYYYY	4.2	core	MultiplayerPeer
